gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
133231944	ITGAE	integrin subunit alpha E	Bos javanicus	banteng	9906	NC_083886.1:25777374-25841165	-	chr 19	PROTEIN_CODING	XM_061390718.1	transcript variant X2	7025	XM_061390718.1:328-3732	XP_061246702.1	isoform X2	1134	integrin alpha-E
133231944	ITGAE	integrin subunit alpha E	Bos javanicus	banteng	9906	NC_083886.1:25777374-25841165	-	chr 19	PROTEIN_CODING	XM_061390717.1	transcript variant X1	7037	XM_061390717.1:325-3744	XP_061246701.1	isoform X1	1139	integrin alpha-E
133277928	ITGAE	integrin subunit alpha E	Pezoporus flaviventris		889875	NW_026892611.1:3822243-3855032	+	chr Un	PROTEIN_CODING	XM_061470249.1		4925	XM_061470249.1:1-4386	XP_061326233.1		1461	LOW QUALITY PROTEIN: integrin alpha-E
133374184	ITGAE	integrin subunit alpha E	Rhineura floridana		261503	NC_084500.1:17737923-17793346	-	chr 21	PROTEIN_CODING	XM_061604767.1	transcript variant X2	3916	XM_061604767.1:78-3434	XP_061460751.1	isoform X2	1118	integrin alpha-E
133374184	ITGAE	integrin subunit alpha E	Rhineura floridana		261503	NC_084500.1:17737923-17793346	-	chr 21	PROTEIN_CODING	XM_061604766.1	transcript variant X1	4138	XM_061604766.1:78-3656	XP_061460750.1	isoform X1	1192	integrin alpha-E
133746865	ITGAE	integrin subunit alpha E	Lepus europaeus	European hare	9983	NC_084844.1:48397018-48448139	-	chr 18	PROTEIN_CODING	XM_062175104.1		4724	XM_062175104.1:1-3465	XP_062031088.1		1154	integrin alpha-E
134149576	ITGAE	integrin subunit alpha E	Rhea pennata		8795	NC_084682.1:4561225-4592353	-	chr 20	PROTEIN_CODING	XM_062592812.1		5470	XM_062592812.1:1-4341	XP_062448796.1		1446	integrin alpha-E
134173380	ITGAE	integrin subunit alpha E	Pezoporus occidentalis	night parrot	407982	NW_026915853.1:21667-54729	+	chr Un	PROTEIN_CODING	XM_062637300.1	transcript variant X1	7952	XM_062637300.1:3166-7398	XP_062493284.1	isoform X1	1410	integrin alpha-E
134173380	ITGAE	integrin subunit alpha E	Pezoporus occidentalis	night parrot	407982	NW_026915853.1:21667-54729	+	chr Un	PROTEIN_CODING	XM_062637301.1	transcript variant X2	7377	XM_062637301.1:3166-7065	XP_062493285.1	isoform X2	1299	integrin alpha-E
134173380	ITGAE	integrin subunit alpha E	Pezoporus occidentalis	night parrot	407982	NW_026915853.1:21667-54729	+	chr Un	PROTEIN_CODING	XM_062637303.1	transcript variant X4	6938	XM_062637303.1:3166-6801	XP_062493287.1	isoform X4	1211	integrin alpha-E
134173380	ITGAE	integrin subunit alpha E	Pezoporus occidentalis	night parrot	407982	NW_026915853.1:21667-54729	+	chr Un	PROTEIN_CODING	XM_062637304.1	transcript variant X5	6810	XM_062637304.1:3166-6714	XP_062493288.1	isoform X5	1182	integrin alpha-E
134173380	ITGAE	integrin subunit alpha E	Pezoporus occidentalis	night parrot	407982	NW_026915853.1:21667-54729	+	chr Un	PROTEIN_CODING	XM_062637302.1	transcript variant X3	5127	XM_062637302.1:791-4573	XP_062493286.1	isoform X3	1260	integrin alpha-E
134387320	ITGAE	integrin subunit alpha E	Cynocephalus volans	Philippine flying lemur	110931	NC_084469.1:31030967-31079100	-	chr 10	PROTEIN_CODING	XM_063109823.1		3736	XM_063109823.1:1-3603	XP_062965893.1		1200	integrin alpha-E
134412771	ITGAE	integrin subunit alpha E	Elgaria multicarinata webbii		159646	NC_086192.1:2909980-2946937	+	chr 22	PROTEIN_CODING	XM_063146784.1		4160	XM_063146784.1:1-4137	XP_063002854.1		1378	integrin alpha-E
134518950	ITGAE	integrin subunit alpha E	Chroicocephalus ridibundus	black-headed gull	1192867	NC_086290.1:54035985-54038899	-	chr 7	PROTEIN_CODING	XM_063342367.1		627	XM_063342367.1:283-567	XP_063198437.1		94	integrin alpha-E
134589543	ITGAE	integrin subunit alpha E	Pelobates fuscus	common spadefoot toad	191477	NC_086317.1:93164048-93276752	+	chr 1	PROTEIN_CODING	XM_063444344.1		4042	XM_063444344.1:159-3647	XP_063300414.1		1162	integrin alpha-E
135049879	ITGAE	integrin subunit alpha E	Pseudophryne corroboree	corroboree frog	495146	NC_086445.1:857964432-858308374	-	chr 2	PROTEIN_CODING	XM_063955833.1	transcript variant X2	6090	XM_063955833.1:212-3529	XP_063811903.1	isoform X2	1105	integrin alpha-E
135049879	ITGAE	integrin subunit alpha E	Pseudophryne corroboree	corroboree frog	495146	NC_086445.1:857964432-858308374	-	chr 2	PROTEIN_CODING	XM_063955834.1	transcript variant X3	6059	XM_063955834.1:211-3498	XP_063811904.1	isoform X3	1095	integrin alpha-E
135049879	ITGAE	integrin subunit alpha E	Pseudophryne corroboree	corroboree frog	495146	NC_086445.1:857964432-858308374	-	chr 2	PROTEIN_CODING	XM_063955832.1	transcript variant X1	6185	XM_063955832.1:211-3624	XP_063811902.1	isoform X1	1137	integrin alpha-E
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NR_189133.1	transcript variant 4	873					
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NR_189134.1	transcript variant 5	762					
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NR_189135.1	transcript variant 6	777					
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NR_189136.1	transcript variant 7	666					
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NM_008399.4	transcript variant 1	3858	NM_008399.4:49-3552	NP_032425.2	isoform 1 precursor	1167	integrin alpha-E
16407	Itgae	integrin alpha E, epithelial-associated	Mus musculus	house mouse	10090	NC_000077.7:72981396-73038272	+	chr 11	PROTEIN_CODING	NM_001361245.2	transcript variant 3	3855	NM_001361245.2:49-3549	NP_001348174.1	isoform 3 precursor	1166	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_011523828.4	transcript variant X6	3626	XM_011523828.4:45-3407	XP_011522130.2	isoform X6	1120	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_011523827.4	transcript variant X5	3704	XM_011523827.4:45-3485	XP_011522129.2	isoform X5	1146	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_047435923.1	transcript variant X4	3725	XM_047435923.1:45-3506	XP_047291879.1	isoform X4	1153	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	NM_002208.5		3803	NM_002208.5:45-3584	NP_002199.3	isoform 1 precursor	1179	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_017024586.2	transcript variant X2	3788	XM_017024586.2:45-3569	XP_016880075.2	isoform X2	1174	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_011523825.4	transcript variant X3	3770	XM_011523825.4:45-3551	XP_011522127.2	isoform X3	1168	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_024450740.2	transcript variant X1	3866	XM_024450740.2:45-3647	XP_024306508.2	isoform X1	1200	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_047435924.1	transcript variant X7	2625	XM_047435924.1:45-2540	XP_047291880.1	isoform X7	831	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315965.1	transcript variant X6	3626	XM_054315965.1:45-3407	XP_054171940.1	isoform X6	1120	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315964.1	transcript variant X5	3704	XM_054315964.1:45-3485	XP_054171939.1	isoform X5	1146	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315963.1	transcript variant X4	3725	XM_054315963.1:45-3506	XP_054171938.1	isoform X4	1153	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315961.1	transcript variant X2	3788	XM_054315961.1:45-3569	XP_054171936.1	isoform X2	1174	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315962.1	transcript variant X3	3770	XM_054315962.1:45-3551	XP_054171937.1	isoform X3	1168	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	XM_054315960.1	transcript variant X1	3866	XM_054315960.1:45-3647	XP_054171935.1	isoform X1	1200	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	NM_001425072.1		3650	NM_001425072.1:45-3431	NP_001412001.1	isoform 3 precursor	1128	integrin alpha-E
3682	ITGAE	integrin subunit alpha E	Homo sapiens	human	9606	NC_000017.11:3714628-3801188;NC_060941.1:3603214-3689865	-;-	chr 17	PROTEIN_CODING	NM_001425071.1		3725	NM_001425071.1:45-3506	NP_001412000.1	isoform 2 precursor	1153	integrin alpha-E
454435	ITGAE	integrin subunit alpha E	Pan troglodytes	chimpanzee	9598	NC_072417.2:14235427-14320939	-	chr 17	PROTEIN_CODING	XM_009431609.5		3864	XM_009431609.5:55-3645	XP_009429884.4		1196	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_022423485.2	transcript variant X1	4170	XM_022423485.2:577-4086	XP_022279193.1	isoform X1	1169	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_022423488.2	transcript variant X3	4212	XM_022423488.2:587-3988	XP_022279196.1	isoform X3	1133	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_014116854.3	transcript variant X2	3982	XM_014116854.3:252-3758	XP_013972329.2	isoform X2	1168	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038548564.1	transcript variant X1	4170	XM_038548564.1:577-4086	XP_038404492.1	isoform X1	1169	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038548566.1	transcript variant X3	4213	XM_038548566.1:587-3988	XP_038404494.1	isoform X3	1133	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038548565.1	transcript variant X2	3983	XM_038548565.1:252-3758	XP_038404493.1	isoform X2	1168	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038612505.1	transcript variant X1	4170	XM_038612505.1:577-4086	XP_038468433.1	isoform X1	1169	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038612507.1	transcript variant X3	4212	XM_038612507.1:587-3988	XP_038468435.1	isoform X3	1133	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038612506.1	transcript variant X2	3983	XM_038612506.1:253-3759	XP_038468434.1	isoform X2	1168	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038486697.1	transcript variant X1	4170	XM_038486697.1:577-4086	XP_038342625.1	isoform X1	1169	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038486699.1	transcript variant X3	4212	XM_038486699.1:587-3988	XP_038342627.1	isoform X3	1133	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038486698.1	transcript variant X2	3982	XM_038486698.1:252-3758	XP_038342626.1	isoform X2	1168	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038677781.1	transcript variant X1	4170	XM_038677781.1:577-4086	XP_038533709.1	isoform X1	1169	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038677783.1	transcript variant X3	4213	XM_038677783.1:587-3988	XP_038533711.1	isoform X3	1133	integrin alpha-E
480659	ITGAE	integrin subunit alpha E	Canis lupus familiaris	dog	9615	NC_051813.1:48377007-48441856;NC_049269.1:47154687-47219366;NC_049750.1:47443915-47508339;NC_049230.1:47499773-47564748;NC_006591.4:46693946-46758709	-;-;-;-;-	chr 9	PROTEIN_CODING	XM_038677782.1	transcript variant X2	3983	XM_038677782.1:252-3758	XP_038533710.1	isoform X2	1168	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043983.1	transcript variant X6	4100	XM_045043983.1:99-3626	XP_044899918.1	isoform X5	1175	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043979.1	transcript variant X1	3893	XM_045043979.1:99-3659	XP_044899914.1	isoform X1	1186	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043986.1	transcript variant X10	3788	XM_045043986.1:99-3554	XP_044899921.1	isoform X9	1151	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043985.1	transcript variant X9	3797	XM_045043985.1:99-3563	XP_044899920.1	isoform X8	1154	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043990.1	transcript variant X14	3692	XM_045043990.1:99-3458	XP_044899925.1	isoform X13	1119	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043989.1	transcript variant X13	3752	XM_045043989.1:99-3518	XP_044899924.1	isoform X12	1139	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043984.1	transcript variant X7	3839	XM_045043984.1:99-3605	XP_044899919.1	isoform X6	1168	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043982.1	transcript variant X4	3878	XM_045043982.1:99-3644	XP_044899917.1	isoform X4	1181	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_019816881.3	transcript variant X8	3824	XM_019816881.3:99-3590	XP_019672440.2	isoform X7	1163	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043980.1	transcript variant X2	4455	XM_045043980.1:664-4221	XP_044899915.1	isoform X2	1185	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	NM_001009219.1		3739	NM_001009219.1:1-3483	NP_001009219.1		1160	integrin alpha-E precursor
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043981.1	transcript variant X3	3849	XM_045043981.1:67-3615	XP_044899916.1	isoform X3	1182	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043987.1	transcript variant X11	3837	XM_045043987.1:166-3603	XP_044899922.1	isoform X10	1145	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043988.1	transcript variant X12	3819	XM_045043988.1:163-3585	XP_044899923.1	isoform X11	1140	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XM_045043991.1	transcript variant X15	3554	XM_045043991.1:108-3320	XP_044899926.1	isoform X14	1070	integrin alpha-E
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XR_006589262.1	transcript variant X5	5137					
493694	ITGAE	integrin subunit alpha E	Felis catus	domestic cat	9685	NC_058381.1:13355596-13431218	+	chr E1	PROTEIN_CODING	XR_006589263.1	transcript variant X16	3051					
721483	ITGAE	integrin subunit alpha E	Macaca mulatta	Rhesus monkey	9544	NC_041769.1:3494394-3585814	-	chr 16	PROTEIN_CODING	XM_028835893.1	transcript variant X2	5878	XM_028835893.1:2066-5659	XP_028691726.1		1197	integrin alpha-E
721483	ITGAE	integrin subunit alpha E	Macaca mulatta	Rhesus monkey	9544	NC_041769.1:3494394-3585814	-	chr 16	PROTEIN_CODING	XM_015118252.2	transcript variant X1	6323	XM_015118252.2:2511-6104	XP_014973738.2		1197	integrin alpha-E
83577	Itgae	integrin subunit alpha E	Rattus norvegicus	Norway rat	10116	NC_086028.1:58203331-58262606	+	chr 10	PROTEIN_CODING	XM_039086945.1	transcript variant X1	3717	XM_039086945.1:86-3499	XP_038942873.1	isoform X1	1137	integrin alpha-E
83577	Itgae	integrin subunit alpha E	Rattus norvegicus	Norway rat	10116	NC_086028.1:58203331-58262606	+	chr 10	PROTEIN_CODING	NM_031768.3		3776	NM_031768.3:49-3558	NP_113956.2		1169	integrin alpha-E precursor
