Group	test	back	RELAX_pval	RELAX_kval	aBSREL_pval	BUSTED_pval
Carnivora	Lutra_lutra	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.9717	1.08	NA	0.3756
Carnivora	Lynx_canadensis	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.8023	50.00	NA	0.5000
Carnivora	Lynx_rufus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.1307	50.00	NA	0.5000
Carnivora	Meles_meles	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.2413	0.56	NA	0.5000
Carnivora	Mirounga_angustirostris	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.1813	50.00	NA	0.5000
Carnivora	Mirounga_leonina	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.6364	13.11	NA	0.5000
Carnivora	Mustela_erminea	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.1972	3.56	NA	0.5000
Carnivora	Mustela_putorius	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.5207	0.00	NA	0.5000
Carnivora	Neofelis_nebulosa	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	1.0000	0.97	NA	0.5000
Carnivora	Neogale_vison	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.3800	0.37	NA	0.5000
Carnivora	Neomonachus_schauinslandi	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.5258	2.91	NA	0.5000
Carnivora	Nyctereutes_procyonoides	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.0026	50.00	NA	0.5000
Carnivora	Odobenus_rosmarus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.0466	50.00	NA	0.4923
Carnivora	Panthera_leo	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.5305	19.96	NA	0.5000
Carnivora	Panthera_pardus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.0316	50.00	NA	0.5000
Carnivora	Panthera_tigris	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.2620	50.00	NA	0.5000
Carnivora	Panthera_uncia	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	1.0000	0.63	NA	0.5000
Carnivora	Phoca_vitulina	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.7970	0.32	NA	0.4975
Carnivora	Prionailurus_bengalensis	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.4227	50.00	NA	0.5000
Carnivora	Prionailurus_viverrinus	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	1.0000	0.88	NA	0.5000
Carnivora	Puma_concolor	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_yagouaroundi,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.4742	21.31	NA	0.5000
Carnivora	Puma_yagouaroundi	`Suricata_suricatta,Hyaena_hyaena,Node1,Acinonyx_jubatus,Puma_concolor,Node10,Node8,Lynx_rufus,Lynx_canadensis,Node13,Node7,Prionailurus_bengalensis,Prionailurus_viverrinus,Node17,Felis_catus,Node16,Node6,Leopardus_geoffroyi,Node5,Neofelis_nebulosa,Panthera_tigris,Panthera_leo,Panthera_pardus,Node27,Panthera_uncia,Node26,Node24,Node22,Node4,Nyctereutes_procyonoides,Vulpes_vulpes,Vulpes_lagopus,Node35,Node33,Canis_lupus,Node32,Lutra_lutra,Enhydra_lutris,Node44,Lontra_canadensis,Node43,Mustela_putorius,Mustela_erminea,Node49,Neogale_vison,Node48,Node42,Meles_meles,Node41,Odobenus_rosmarus,Callorhinus_ursinus,Eumetopias_jubatus,Zalophus_californianus,Node59,Node57,Node55,Halichoerus_grypus,Phoca_vitulina,Node63,Leptonychotes_weddellii,Mirounga_leonina,Mirounga_angustirostris,Node69,Node67,Neomonachus_schauinslandi,Node66,Node62,Node54,Node40,Ailuropoda_melanoleuca,Ursus_thibetanus,Ursus_americanus,Node76,Ursus_arctos,Ursus_maritimus,Node79,Node75,Node73,Node39,Node31`	0.5221	0.00	NA	0.5000
